date,Date.1,Min_F,Avg_F,Max_F,Avg1.5m_DP,Avg1.5m_RH,Avg1.5m_LWu,AvgDir,Avg_Speedmph,2m_MaxGustmph,2_in_F,Min_F.1,Avg_F.1,TotPrecin,TotalSolarRad,EToin,ETrin
2014/05/01,1,41.2,62.8,79.7,36.3,40.6,0,SW,3.5,10.7,,59.4,62.9,0,25.59,0.2,0.26
2014/05/02,2,50.2,66.6,81.2,37.7,38.1,0,SW,5.2,16.7,,61.8,64.5,0,21.2,0.22,0.3
2014/05/03,3,50.2,58,64.4,36.3,45,0,SW,6.4,18.5,,62.3,64.9,0,27.72,0.19,0.26
2014/05/04,4,41.4,53.3,62.9,37.2,55.6,0,SW,5.2,22.5,,61.6,63.8,0,20.01,0.14,0.18
2014/05/05,5,40.7,52.6,64.7,34.8,53.1,0,NW,4.6,17.1,,60.5,63.3,0,23.89,0.16,0.2
2014/05/06,6,38.5,52.9,64.9,34.8,52.5,0,NW,5.6,22.8,,60.2,63,0,22.88,0.16,0.21
2014/05/07,7,41.4,56.5,68,34.7,45.8,0,S,3.6,12.1,,60.4,63.5,0,24.35,0.16,0.21
2014/05/08,8,41.9,51.8,62.2,42.3,72.1,0.14,S,3.4,13.9,,61.7,63.3,0.07,12.68,0.09,0.12
2014/05/09,9,41.2,51.1,59.6,36.1,59,0.17,NW,5.1,18.9,,59.1,61,0,20.51,0.13,0.17
2014/05/10,10,41.6,53,63.4,32.2,46.8,0,NW,6.9,20.7,,58.4,61.1,0,25.81,0.18,0.24
2014/05/11,11,40.7,55.2,67,33.8,46.6,0,E,4.7,14.2,,59.2,62.5,0,27.94,0.18,0.23
2014/05/12,12,39,55.8,69.2,29.2,41.6,0,NE,3.5,15,,60.4,63.9,0,28.89,0.19,0.24
2014/05/13,13,42,60.5,76.7,32.4,38.3,0,SW,3,10.7,,62.1,65.7,0,27.91,0.2,0.25
2014/05/14,14,44.1,65.5,82.6,40.8,44,0,S,3.1,9.2,,64.3,67.7,0,26.31,0.2,0.26
2014/05/15,15,48.7,68.7,85.2,46.2,47.4,0,W,2.8,10.3,,66.3,69.6,0,23.44,0.19,0.24
2014/05/16,16,55.6,68.1,80.7,41.4,41.8,0,W,5,20.7,,68.3,71.2,0,26.82,0.24,0.32
2014/05/17,17,45.1,59.1,71.1,39,50.5,0,W,4.2,16.4,,67.5,70,0,20.83,0.17,0.22
2014/05/18,18,42.6,55.6,65,39.3,55.5,0.01,W,4.5,17.8,,66.4,68.5,0.01,18.78,0.14,0.18
2014/05/19,19,41.3,57.9,70.7,38.3,50.6,0,NW,4.8,14.6,,64.1,67.6,0,29.4,0.2,0.25
2014/05/20,20,45.3,62.7,76.8,40.6,47.1,0,NW,4.6,17.5,,66.2,69.7,0,28.66,0.22,0.28
2014/05/21,21,46,65,80.3,40.3,42.9,0,NW,5.2,18.9,,67.7,71.1,0,27.5,0.23,0.31
2014/05/22,22,53.1,68.7,83.7,47.5,49.1,0,S,3.5,18.2,,69.4,72.7,0,26.26,0.22,0.27
2014/05/23,23,53.2,64.5,71.6,49.1,58.5,0,NW,4.8,20.3,,70.9,72.3,0,13.73,0.13,0.18
2014/05/24,24,44.6,61.4,75.4,40.2,49.3,0.01,NW,4.2,15.3,,67.7,70.9,0,27.2,0.2,0.26
2014/05/25,25,43.7,59.4,72.2,40.9,53.1,0,W,3,16,,68.4,71.5,0,21.26,0.16,0.19
2014/05/26,26,45,57.8,69.3,41.7,57.9,0.02,NW,4.9,17.5,,68.7,71,0,22.95,0.17,0.21
2014/05/27,27,40,55.8,68.5,35.7,49.6,0,NW,4.6,17.5,,66.9,70.2,0,27.53,0.18,0.24
2014/05/28,28,46.1,55.7,65.1,34.8,46.3,0,NW,5.8,23.5,,67.5,69.6,0,20.57,0.17,0.23
2014/05/29,29,38.6,55.6,70,37.3,53.4,0,E,3.1,13.5,,65.2,68.4,0,29.52,0.18,0.22
2014/05/30,30,41.9,60.3,76.3,39.5,50.3,0.01,N,3,13.9,,66.5,69.8,0,26.64,0.19,0.23
2014/05/31,31,51.1,67.2,79.3,41.9,41.8,0,NW,5,23.9,,69,72,0,26.69,0.23,0.3
2014/06/01,1,49.6,67.2,80.6,37.6,36.4,0,NE,3.1,17.5,,69.7,73.1,0,30.89,0.23,0.29
2014/06/02,2,49.2,68.1,83.4,45.3,47.5,0,NW,4,16.7,,71.3,74.6,0,27.93,0.23,0.29
2014/06/03,3,52.6,68.5,79.4,42.7,41.2,0,NW,6.5,26.4,,72.3,75.1,0,28.11,0.25,0.34
2014/06/04,4,50.8,68.1,82.7,37,34.6,0,NW,4.8,17.5,,71.7,75,0,30.85,0.26,0.35
2014/06/05,5,52.3,65.3,77.2,39,39.9,0,NE,4.4,17.1,,72.4,75.5,0,30,0.23,0.3
2014/06/06,6,46.9,65.6,80,35.6,37.4,0,NW,3.4,16.7,,72.4,75.8,0,30.96,0.23,0.29
2014/06/07,7,51.9,67.8,79.5,40.8,38.5,0,NW,5.3,19.6,,73.2,76.2,0,28.65,0.25,0.32
2014/06/08,8,52.2,70.1,82.2,43.2,39.3,0,NW,4.1,20.7,,73.6,76.7,0,27.67,0.23,0.3
2014/06/09,9,55.2,68.1,80,43.9,43.9,0,N,5.5,19.6,,74.5,77.5,0,30.58,0.26,0.33
2014/06/10,10,56.3,65.4,75.5,40,40.2,0,NW,6,23.9,,74.6,77.3,0,29.61,0.25,0.33
2014/06/11,11,46.8,63.4,77.6,41,45.8,0,NW,3.3,11.7,,73.2,76.4,0,29.93,0.21,0.26
2014/06/12,12,52.6,65.8,78,42.9,44.6,0,W,5.3,25.3,,74.9,77.3,0,26.68,0.23,0.3
2014/06/13,13,44.8,54.5,59.4,42.1,63.6,0.13,NW,4.4,18.5,,71,73.5,0.02,9.28,0.09,0.11
2014/06/14,14,44.3,59.1,70.5,40.4,51.5,0,NW,6.3,22.8,,67.8,70.9,0,29.41,0.21,0.27
2014/06/15,15,47.9,58.8,69.4,38.3,48,0,NW,5.3,22.5,,69.8,72.2,0,23.99,0.19,0.25
2014/06/16,16,44.8,56.1,64.6,33.4,42.8,0,NW,7.7,26.8,,68.6,71,0,26.43,0.2,0.27
2014/06/17,17,50.9,60.8,69.4,40.3,47.7,0.01,NW,7.2,22.5,,69.1,71.8,0,30.28,0.23,0.3
2014/06/18,18,49.4,64.9,78.3,43.3,47.2,0,SW,3.9,14.6,,69.9,73.1,0,26.93,0.21,0.27
2014/06/19,19,47.5,66.6,83.2,42.7,44.9,0,SW,4.3,14.2,,71,74.6,0,30.2,0.25,0.31
2014/06/20,20,54.6,64.7,72.1,38.6,41.2,0,NW,7.1,24.3,,73.6,76.2,0,31.6,0.25,0.34
2014/06/21,21,42.8,60.6,75.3,36.3,43.4,0,S,3.1,9.6,,71.8,74.9,0,27.42,0.2,0.24
2014/06/22,22,46.3,67.3,82.6,41.2,41.6,0,E,2.9,10.7,,72.3,75.8,0,28.86,0.22,0.27
2014/06/23,23,51.7,71.4,85.8,47.3,45.5,0,W,4.4,16.4,,74.4,77.6,0,26.86,0.24,0.31
2014/06/24,24,58.3,69.5,77.5,48,47.7,0.02,NW,5.5,18.5,,76.2,78.5,0,24.67,0.22,0.29
2014/06/25,25,52.6,68,78.6,46.3,47.3,0,S,3.1,10.3,,74.8,77.8,0,25.8,0.2,0.24
2014/06/26,26,59.3,66.2,76.4,52.6,62.8,0.09,SW,2.7,11,,76.2,77.8,0.15,14.97,0.14,0.17
2014/06/27,27,52.7,63.4,75.7,50.8,66.3,0.25,W,4.6,21.8,,72.1,74.4,0.07,23.25,0.18,0.23
2014/06/28,28,50.9,64.8,76.1,45.7,51.7,0,NW,5.2,21,,71.2,74.3,0,28.71,0.22,0.28
2014/06/29,29,50.8,63.4,72.6,43.5,49.9,0,NW,5.6,20.3,,71.9,74.6,0,26.9,0.21,0.27
2014/06/30,30,48.5,65.8,80.6,42.5,45.6,0,W,3.2,16,,71.2,74.9,0,31.25,0.23,0.28
2014/07/01,1,55.6,74.1,89.9,45.1,37.9,0,NW,3.7,10.3,,73.7,77.5,0,30.92,0.27,0.34
2014/07/02,2,63.6,76.8,90.9,52,43.1,0,NW,4,15,,76.6,79,0,19.5,0.22,0.29
2014/07/03,3,57,71.2,85.2,46.3,45.7,0,N,3.9,16.4,,76.6,79.8,0,28.84,0.25,0.31
2014/07/04,4,49.4,68.6,83.6,45,46.6,0,SE,3,11,,75.9,79.2,0,25.98,0.21,0.26
2014/07/05,5,62.1,74,87.4,48,42.3,0,E,3.3,12.8,,77.4,80.6,0,26.96,0.24,0.3
2014/07/06,6,61.3,76.6,90.5,54.6,49.4,0,NE,3.8,14.2,,78.9,81.9,0,26.24,0.24,0.31
2014/07/07,7,62.2,77.5,91.9,56.6,50.4,0,NE,3.3,11.4,,79.5,82.9,0,29.88,0.26,0.31
2014/07/08,8,64.4,80.1,95.4,56.8,47.6,0,NE,3.9,16,,81.3,84.6,0,28.83,0.27,0.35
2014/07/09,9,67.4,80.4,95.1,50.5,37.3,0,NW,4.4,17.8,,82.3,85.5,0,28.75,0.29,0.38
2014/07/10,10,56.3,76.7,92.1,45.4,36.2,0,NE,3.3,14.2,,82,85.4,0,30.6,0.26,0.33
2014/07/11,11,56.8,76.6,91.9,50.6,43.1,0,N,2.6,9.9,,82.1,85.4,0,27.33,0.23,0.28
2014/07/12,12,61.9,80.3,97.5,53.8,43.5,0,N,3.1,10.7,,82.5,85.9,0,28.5,0.26,0.33
2014/07/13,13,62.8,79.9,95.1,54.3,43.3,0,W,3.8,17.8,,83.9,85.8,0,14.92,0.2,0.28
2014/07/14,14,66.5,83.4,96,51.7,35,0,NW,4.3,15.7,,81.9,84.8,0,22.85,0.26,0.35
2014/07/15,15,62.3,82.2,99.2,53.8,40.7,0,SE,2.7,9.6,,82.7,86,0,28.21,0.26,0.32
2014/07/16,16,62.2,83.7,101.7,49.8,33.7,0,NW,4,19.6,,83.9,87.3,0,29.23,0.3,0.4
2014/07/17,17,62.3,79.3,92.5,46.4,33.8,0,NW,5.8,22.1,,84.7,87.6,0,28.91,0.31,0.42
2014/07/18,18,58.9,77.2,91,46.4,34.9,0,N,5.6,21.8,,83.4,86.2,0,27.12,0.29,0.39
2014/07/19,19,60.8,75.5,88.1,53.9,49.1,0,W,5.9,26,,83,85.7,0,26.55,0.26,0.35
2014/07/20,20,54.9,68.4,80.3,50.6,54.6,0,NE,4.5,23.2,,82.1,84,0,17.56,0.17,0.23
2014/07/21,21,49.3,65.3,79.5,44.3,48.9,0,S,3.2,9.9,,78.8,81.5,0,23.51,0.19,0.23
2014/07/22,22,58.1,67,77.3,56.6,70.7,0.27,W,2.5,9.2,,78.8,80.8,0.05,16.81,0.14,0.16
2014/07/23,23,51.7,63.2,69.7,55,75.7,0.24,W,3.8,17.5,,76.2,78.4,0.17,11.13,0.09,0.11
2014/07/24,24,46.6,61.3,72.6,45.6,59,0.02,NW,6.4,23.2,,71.8,74.9,0,29.6,0.2,0.26
2014/07/25,25,46.9,64.3,80.7,46.4,55.7,0.01,SE,3,9.9,,72.3,75.9,0,28.69,0.2,0.25
2014/07/26,26,52.6,70.7,87.6,49.1,50.5,0,E,3.1,12.4,,74.7,78.2,0,28.67,0.23,0.28
2014/07/27,27,55.6,74.5,90.9,51.4,47.6,0,W,2.8,9.6,,76.7,80.2,0,25.29,0.22,0.27
2014/07/28,28,59.3,80.5,97,54.2,42.3,0,NW,3.1,9.2,,78.7,82.2,0,27.92,0.25,0.32
2014/07/29,29,61.7,81.3,98.6,55.7,44.5,0,N,3,7.8,,80.8,84.3,0,28.06,0.26,0.32
2014/07/30,30,64.1,80.4,97.7,52,39.9,0,N,3.7,13.5,,81.9,85.2,0,27.14,0.27,0.35
2014/07/31,31,63.5,79.1,96.5,49.1,37.8,0,SE,3,9.9,,81.9,85.2,0,26.48,0.25,0.32
2014/08/01,1,63.6,78.9,95.6,54.8,45.9,0,W,2.7,8.2,,82.3,84.8,0,18.11,0.19,0.25
2014/08/02,2,60.8,77.4,94.8,54.8,48,0,NW,2.6,11,,81.7,84.5,0,19.78,0.19,0.25
2014/08/03,3,59.6,77.3,94.3,56.5,52.5,0,SW,2.7,10.7,,81.3,84.5,0,24.53,0.22,0.27
2014/08/04,4,60.2,80.5,97.1,54.8,44.7,0,N,3,15.3,,82.1,85.4,0,25.71,0.24,0.3
2014/08/05,5,64.7,80.2,96.5,49.6,36.4,0,NW,4.5,17.8,,82.8,86.1,0,26.66,0.28,0.38
2014/08/06,6,60.5,78.8,90.8,47.8,34.7,0,NW,5.9,21.4,,83.2,86.2,0,26.9,0.28,0.39
2014/08/07,7,55.7,74.1,89.6,48.2,43.3,0,N,3.8,17.8,,82.1,85.3,0,25.96,0.23,0.3
2014/08/08,8,57.8,71.7,85.7,48.4,46.9,0,NW,3.9,17.1,,81.5,84.5,0,24.89,0.22,0.28
2014/08/09,9,51.8,70.7,88.1,47.6,47,0,E,2.6,9.2,,80.3,83.6,0,25.98,0.2,0.25
2014/08/10,10,54.4,74.6,93.2,50.2,45.5,0,NW,2.3,7.4,,80.5,83.9,0,25.74,0.21,0.26
2014/08/11,11,58.1,79.7,97.2,49.9,37.9,0,NW,2.5,12.1,,81.4,84.8,0,24,0.21,0.27
2014/08/12,12,63.9,76.8,90.9,57.6,54.3,0.07,W,4.4,25,,83.9,85.9,0.08,15.77,0.19,0.26
2014/08/13,13,59.5,68.6,79.4,58.2,71.8,0.24,W,3.1,20,,80,82,0,17.91,0.15,0.18
2014/08/14,14,57.1,63.8,71.5,56.6,77.6,0.06,W,2.2,8.2,,77.5,78.8,0,7.71,0.07,0.09
2014/08/15,15,57.9,66.4,77.1,58.5,77.2,0.18,NW,2.4,9.6,,75.8,77.8,0,15.7,0.12,0.14
2014/08/16,16,55.5,70.6,84.7,56.3,63.1,0.03,SE,3.1,11,,75.6,78.6,0,22.95,0.18,0.22
2014/08/17,17,58.8,73.1,87.3,56.7,59.5,0.01,NE,3,9.2,,77.3,80.4,0,23.73,0.19,0.23
2014/08/18,18,58.1,75.4,90.8,57.4,57.7,0.03,N,2.7,12.4,,78.6,81.8,0,24.18,0.2,0.24
2014/08/19,19,64.9,76,88,53.6,47.3,0,NW,5.4,18.2,,80.2,82.6,0,19.38,0.22,0.3
2014/08/20,20,60.4,72.5,83,47.5,42.2,0,NW,6,21,,79.2,81.7,0,23.98,0.23,0.32
2014/08/21,21,51.5,67.8,81.8,41.2,39.6,0,NW,3.7,17.1,,77.4,80.4,0,23.45,0.19,0.26
2014/08/22,22,52.7,65.6,79.5,46,50.4,0,S,2.7,19.6,,77,79.8,0,21.43,0.16,0.2
2014/08/23,23,52.3,67.3,80,49.4,55.2,0,SE,2.7,11.7,,76.7,79.6,0,23.66,0.17,0.2
2014/08/24,24,56.3,63.3,78.9,51.6,67.9,0.08,NW,3.6,22.8,,76.9,78.9,0.19,14.42,0.14,0.18
2014/08/25,25,51.5,66.8,81.6,51.7,62.8,0.12,W,2.6,8.9,,72.4,75.4,0,22.86,0.16,0.2
2014/08/26,26,53.9,70.8,85.9,54.1,58.5,0.01,N,3.3,9.6,,73.6,76.7,0,22.93,0.18,0.23
2014/08/27,27,57.8,75.1,91.3,56,54.7,0.01,W,3.8,15.7,,75.3,78.3,0,22.56,0.2,0.26
2014/08/28,28,57.2,73,85.1,49.7,46,0,NW,3.9,14.6,,76.3,79.1,0,21.84,0.19,0.25
2014/08/29,29,53,67,80.5,48.7,53.5,0,NW,4.9,22.1,,75.7,78.2,0,17.36,0.17,0.23
2014/08/30,30,53.9,63.6,74.9,49,60.2,0,NW,3.3,19.6,,74.3,76.3,0,15.36,0.13,0.17
2014/08/31,31,51.7,61.9,71.9,41.8,49.3,0,NW,4,16.7,,72.7,75.2,0,21.85,0.16,0.21
2014/09/01,1,48.3,62.4,77.5,45.3,56.2,0,SE,2.8,11,,71.7,74.7,0,22.53,0.15,0.19
2014/09/02,2,49.1,62.5,78.5,44.9,55,0.01,NW,6.4,25.7,,72,74.9,0,22.27,0.19,0.27
2014/09/03,3,50.1,60.9,69.5,41.4,49.8,0,NW,6.9,22.5,,71.5,73.7,0,20.61,0.17,0.23
2014/09/04,4,42.2,59.3,74.7,42.6,57,0.01,W,2.4,8.5,,69.6,72.7,0,22.23,0.14,0.17
2014/09/05,5,45.6,63.7,79.4,42.5,49.8,0,W,3.3,10.7,,70.3,73.4,0,22.14,0.16,0.21
2014/09/06,6,47.2,66.2,83.4,42.6,46,0,NW,2.4,9.2,,70.8,74,0,21.91,0.15,0.2
2014/09/07,7,47.9,68.6,86.3,43,44.2,0,W,3.4,17.5,,71.4,74.5,0,21.76,0.18,0.24
2014/09/08,8,49.6,65.5,81.7,42.5,45.1,0,NW,5.6,25,,71.7,74.3,0,19.29,0.19,0.28
2014/09/09,9,53.5,64.6,75.1,44.7,49.3,0,NW,5.8,20.3,,71.3,73.7,0,21.49,0.18,0.24
2014/09/10,10,47,60.8,71.7,39.2,48.3,0,NE,3.9,15.3,,70.2,72.8,0,20.99,0.15,0.2
2014/09/11,11,40.5,53.7,64.7,30.6,42.9,0,NE,4.3,18.5,,69.1,71.4,0,21.52,0.14,0.19
2014/09/12,12,42.5,56.7,71.7,29.9,38.3,0,NW,4.1,12.1,,66.9,69.8,0,21.34,0.15,0.22
2014/09/13,13,46.3,60.6,75.7,32.8,37,0,NW,3.9,9.2,,67.1,70.1,0,21.17,0.16,0.22
2014/09/14,14,42.5,60.8,78.7,37.4,45.3,0,NW,2.9,9.6,,67.4,70.4,0,20.83,0.14,0.19
2014/09/15,15,44.5,62.6,81.7,41.9,50.7,0,W,2.7,9.6,,67.7,70.7,0,18.37,0.14,0.19
2014/09/16,16,53.2,67.7,83.9,47.1,50.6,0,W,2,7.1,,69.3,71.8,0,16.93,0.13,0.16
2014/09/17,17,55.6,66.7,79.5,50.1,56.8,0,W,1.8,9.2,,70.4,72.3,0,11.46,0.1,0.12
2014/09/18,18,58.8,65.8,73.4,52.1,61.7,0,NW,3.2,17.5,,71,72.3,0,9.89,0.1,0.13
2014/09/19,19,54.2,66.8,80.9,50.9,59.2,0,SE,2.7,12.4,,69.4,71.9,0,19.03,0.13,0.17
2014/09/20,20,50.9,67.1,82.5,51.8,61,0.02,W,2.7,8.9,,70,72.7,0,18.95,0.13,0.17
2014/09/21,21,53.4,70,84.5,50.3,51.4,0,NW,3.1,8.2,,70.7,73.3,0,18.03,0.14,0.19
2014/09/22,22,57.7,67.4,78.8,53.4,61.3,0,W,2.4,9.6,,71.5,73.1,0,9.59,0.09,0.12
2014/09/23,23,55.5,62.9,69.7,53.1,71.5,0.17,W,1.7,6.7,,70.6,71.7,0.02,5.64,0.06,0.07
2014/09/24,24,55.8,59.3,62.5,56.6,91.2,0.57,SE,2,12.8,,68.2,69.4,0.2,2.46,0.02,0.02
2014/09/25,25,49.3,55.7,62,54.5,95.7,0.84,NE,2.4,8.2,,66,66.8,0.21,6.74,0.04,0.04
2014/09/26,26,45,55.3,66.4,49.6,82.2,0.46,W,1.2,6,,62.5,64.5,0,10.84,0.06,0.07
2014/09/27,27,45.9,59,74.7,47.8,69.3,0.18,NW,2.2,14.6,,61.7,64.4,0,17.8,0.1,0.13
2014/09/28,28,49.9,61.7,75.3,47.8,63.4,0.03,NW,3,12.4,,62.6,65.3,0,17.09,0.11,0.15
2014/09/29,29,46.9,60.1,74.4,47,64.2,0.04,NW,4.7,19.2,,63,65.4,0,12.07,0.11,0.16
2014/09/30,30,45.2,56.8,66.4,39.4,53.9,0,W,6.2,22.8,,62.2,64.4,0,17.6,0.13,0.18
2014/10/01,1,41.5,55.2,68.3,39.8,58.6,0.01,SW,3.6,15.3,,60.3,63.1,0,17.05,0.1,0.14
2014/10/02,2,42.7,54.2,65.9,38.9,58.6,0,SW,2.9,9.9,,60.9,63.4,0,16.35,0.09,0.12
2014/10/03,3,39.4,53.8,69.6,40.2,63.1,0.01,W,2.8,9.2,,60.2,62.9,0,16.51,0.09,0.12
2014/10/04,4,43.3,58,75.5,46,66.6,0.01,W,2.2,6,,60.6,63.1,0,11.21,0.08,0.11
2014/10/05,5,50.7,63.3,79.3,50.9,66.1,0.01,W,3.1,10.3,,61.9,64.6,0,15.71,0.11,0.14
2014/10/06,6,52.5,68.3,86,51.7,58.5,0,SW,2.8,7.8,,63.4,66.3,0,15.52,0.12,0.16
2014/10/07,7,52.2,66.4,82.4,50.4,58.6,0,W,2.9,11.4,,64.7,67.3,0,15.42,0.11,0.15
2014/10/08,8,48.2,59.6,76.1,43.3,56.3,0,W,2.8,7.4,,63.7,65.9,0,10.62,0.09,0.13
2014/10/09,9,41.8,57.9,75.3,40.6,55.1,0,W,2.6,9.9,,61.8,64.3,0,14.52,0.09,0.13
2014/10/10,10,42.5,58.9,74.6,43.1,59,0.01,W,2.8,9.9,,61.4,64,0,14.18,0.09,0.13
2014/10/11,11,52.4,59.7,68.9,40.5,50.2,0,NW,6.7,27.8,,63.3,64.7,0,14.56,0.13,0.2
2014/10/12,12,44.8,56,65.7,41.8,60.4,0,W,2.9,24.6,,61.3,63.3,0,11.84,0.07,0.1
2014/10/13,13,42.6,56.3,66.9,41.6,60.5,0.01,S,3.1,19.6,,60.9,62.9,0,12.41,0.07,0.1
2014/10/14,14,49.2,55.8,64.8,45.1,68.8,0.1,SW,3.6,23.5,,62,62.9,0.09,5.44,0.06,0.09
2014/10/15,15,43.2,51.3,61.7,44.1,78.8,0.46,SW,3.9,20,,59.4,60.4,0.03,8.84,0.06,0.08
2014/10/16,16,40.1,49.2,61,42.1,78.2,0.15,W,2.7,11.4,,56.7,58.5,0,12.55,0.06,0.07
2014/10/17,17,45.7,50.8,56.6,45.5,82.5,0.18,W,1.1,6,,57.1,58.2,0.03,5.54,0.03,0.04
2014/10/18,18,43.1,54,68.6,49,84.8,0.51,SW,2.6,10.7,,56.6,58.6,0,13.11,0.06,0.08
2014/10/19,19,46,55.1,67.1,50.2,84.9,0.46,W,2.7,7.8,,57.3,59.3,0,11.82,0.06,0.07
2014/10/20,20,43.8,51,58.1,49.1,93.2,0.59,W,2.3,10.7,,57.9,58.7,0,2.14,0.02,0.02
2014/10/21,21,40.8,49.8,62.8,43.3,81,0.51,SW,3,21.4,,55.1,57,0.01,11.57,0.05,0.07
2014/10/22,22,46,52.1,57.7,47.4,84.1,0.26,S,2.4,11.7,,56,56.8,0.01,3.12,0.03,0.04
2014/10/23,23,41.1,48.8,57.8,42.8,81,0.35,W,2.9,17.5,,55,56.1,0.01,7.54,0.04,0.06
2014/10/24,24,39.6,45,50.9,41.6,88.4,0.4,W,1.8,6.7,,53.4,54.4,0.25,4.35,0.03,0.03
2014/10/25,25,46.3,50.1,55.8,45.8,86,0.41,W,2.9,21.8,,53.9,54.6,0.05,4.62,0.03,0.04
2014/10/26,26,38.3,47.4,56.5,35.9,65.5,0.01,NW,4.3,20.7,,51.9,53.6,0,11.49,0.06,0.08
2014/10/27,27,33.9,43.3,52.9,35,73.4,0.01,SW,2.2,8.9,,49.5,51.5,0,9.99,0.04,0.05
2014/10/28,28,40,45.1,50.4,43,92.5,0.57,SE,1.6,7.8,,51,52.1,0.16,5.65,0.02,0.03
2014/10/29,29,37.4,47.2,57.2,45.1,93.1,0.74,W,1.9,6.7,,50,52.1,0.01,8.76,0.03,0.03
2014/10/30,30,48.8,50.9,54.2,49.8,96.4,0.82,W,1.1,5.3,,52.9,53.7,0.26,3.72,0.02,0.02
2014/10/31,31,41.1,48.4,52.1,47.4,96.1,0.88,SE,2,7.8,,53.1,53.9,0.22,2.79,0.01,0.01
2014/11/01,1,39.6,46.9,55.4,35.5,66.3,0.19,NW,4.9,19.2,,50.4,51.6,0,8.55,0.06,0.09
2014/11/02,2,38.4,47.1,56.2,37.1,69.6,0.09,SW,2.6,13.2,,48.1,49.9,0,8.97,0.04,0.05
2014/11/03,3,40.5,47.1,53,44.4,90.4,0.47,W,2.1,13.5,,49.5,50.6,0.03,4.43,0.02,0.03
2014/11/04,4,40.7,52.1,65.2,44.8,78.5,0.34,NW,2.6,13.2,,50.9,52.1,0,7.29,0.04,0.06
2014/11/05,5,41.7,47.4,53.4,43.2,85.8,0.2,W,1.2,5.3,,50.4,51.4,0.01,3.9,0.02,0.03
2014/11/06,6,43.9,52.2,63.6,42.8,73.2,0.38,W,4.7,31.8,,50.9,51.8,0,6.44,0.06,0.09
2014/11/07,7,32.2,45,56.1,33.2,65.8,0.01,W,3.1,19.6,,48.8,50.3,0,9.97,0.04,0.06
2014/11/08,8,30.2,40.7,53.5,34.8,81.3,0.24,W,1.6,8.9,,46.2,48.1,0,8.9,0.02,0.03
2014/11/09,9,35.4,44.8,57.9,36.7,75.3,0.27,NW,6.1,37.5,,46.6,47.9,0.02,7.77,0.06,0.09
2014/11/10,10,31.1,40.3,48.3,28.9,65.5,0.01,W,1.8,10.7,,45.2,46.6,0,7.79,0.02,0.03
2014/11/11,11,23.4,29.6,38.9,8.4,42.5,0,NE,7.5,20.3,,41.7,44,0,7.85,0.06,0.11
2014/11/12,12,16.9,22.8,30.2,1.2,41.8,0,N,4.4,14.6,,38.5,39.5,0,9.59,0.03,0.06
2014/11/13,13,17.6,25.7,29,5.2,42.9,0,N,3.2,13.5,,36.8,37.3,0,2.74,0.03,0.05
2014/11/14,14,17.3,27.5,35.8,9.6,49.5,0,NE,1.7,10.7,,37.1,37.4,0,8.43,0.02,0.03
2014/11/15,15,13.5,23.5,35.2,7.2,54.5,0,W,2.2,9.2,,35.7,36.3,0,8.92,0.02,0.03
2014/11/16,16,10.9,20.8,33.5,7.9,62.7,0,SW,1.8,7.8,,34.5,35,0,8.74,0.02,0.03
2014/11/17,17,13.3,22.4,35.9,9.9,64,0,SW,1.6,7.8,,33.7,34.2,0,8.43,0.01,0.02
2014/11/18,18,11.9,21.3,31.3,12.3,73.5,0,SE,0.7,5.3,,33.2,33.5,0,5.87,0.01,0.01
2014/11/19,19,17.8,26.9,33.3,18.3,72.5,0,SE,0.5,6,,33.3,33.5,0,4.28,0.01,0.01
2014/11/20,20,20.1,29.3,35.9,22.9,78.9,0.01,E,0.3,5.3,,33.8,34.2,0,4.67,0.01,0.01
2014/11/21,21,23.1,28.4,31.3,26.4,94.4,0.44,NW,0.3,9.2,,34.5,34.7,0.03,1.69,0.01,0.01
2014/11/22,22,26.5,38.5,46.5,29.4,71.3,0.4,NW,3.2,19.6,,34.9,35.2,0.21,5.75,0.02,0.04
2014/11/23,23,30.8,40.4,47.2,30.6,68.6,0.02,W,4.4,20.3,,35.5,36.2,0,4.27,0.03,0.05
2014/11/24,24,29.4,35.5,41.9,27.9,74.3,0.01,W,1.3,9.6,,36.2,36.8,0,4.15,0.01,0.02
2014/11/25,25,33.8,43.2,54.7,38.8,84.4,0.06,NE,2.5,12.8,,36.8,38.8,0.01,5.7,0.02,0.03
2014/11/26,26,35.3,40.2,48.4,39.4,96.8,0.69,SW,1,9.6,,40.6,41.4,0,4.63,0.01,0.01
2014/11/27,27,41.3,54.5,61.3,40.7,60.5,0.08,SW,5.8,21.8,,41.6,42.8,0,6.56,0.05,0.09
2014/11/28,28,37.7,51.6,59.1,38.7,61.6,0.01,SW,6,18.9,,43.3,44.1,0.01,5.04,0.05,0.09
2014/11/29,29,18.2,30.7,38,20.9,68.9,0,NE,2.2,13.9,,39.5,41.4,0,3.98,0.02,0.02
2014/11/30,30,12.9,19.4,25.8,6.8,62.6,0,N,1.4,10.3,,36.6,37.8,0,6.32,0.01,0.01
2014/12/01,1,11.2,17,26.2,7.3,72.1,0,SW,0.8,5.7,,34.3,35.1,0,5.15,0.01,0.01
2014/12/02,2,9.6,18.2,27.9,10,76.3,0,N,1.5,9.9,,32.8,33.2,0,6.44,0.01,0.01
